country,year,gdp_growth,inflation,current_account_gdp,external_debt_gni,foreign_reserves_months,trade_balance_gdp,unemployment,real_interest_rate,broad_money_growth
Argentina,2009,-5.91852507634947,,2.1785669619099,41.4241623275672,9.06749992875245,5.06484320667575,8.645,,16.9999162699207
Argentina,2010,10.1253981561002,,-0.383118699737132,30.9491301873404,7.27697103967374,2.8966335471722,7.714,-8.56602872006595,33.7780442392202
Argentina,2011,6.00395169280579,,-1.00728084144866,27.7441780087921,5.20195157798821,1.69226329066661,7.18,-7.77340523607891,25.7005383846759
Argentina,2012,-1.0264204544321,,-0.39159512386959,26.2396878854826,5.21829041219894,1.94917655233833,7.217,-6.74819555440488,34.9018334185138
Argentina,2013,2.40532378079436,,-2.37749566620572,27.8097452222931,3.46015205462157,-0.0995822252265794,7.1,-5.48583918237907,27.0263720438839
Argentina,2014,-2.51261532081394,,-1.74400211981355,29.8319023900009,3.96299919336678,0.404163533523684,7.268,-11.6006987702162,29.8462271877007
Argentina,2015,2.73115982828944,,-2.96292666513533,30.3597130322943,3.36214425707702,-1.07492198807163,7.577,-1.31470878459509,39.4502278963513
Argentina,2016,-2.08032784377811,,-2.70922168361454,33.3125611167404,5.09719624487539,-1.03969751087799,8.088,-7.00603984304116,41.5840608913242
Argentina,2017,2.81850297775918,,-4.8399592180739,36.0210140421607,6.0503876658256,-2.64903441833118,8.347,0.455892832330463,30.1194291866375
Bangladesh,1990,5.62225816160344,6.12671846981457,-1.25927364158709,38.132901218472,1.91198264759593,-7.14986903932067,,7.80321557561621,10.3997729100629
Bangladesh,1991,3.48522781598027,6.35736412278234,0.208651431216537,41.1077239040266,3.98697845284492,-5.56460294780885,2.2,11.7189873524356,13.7080462134458
Bangladesh,1992,5.44268554966725,3.63407691798491,0.570158867838371,41.343960770498,5.16226710857487,-4.76065168170884,2.233,11.0503571312982,12.0351247456094
Bangladesh,1993,4.71156172453999,3.01481859989798,1.08321175697211,41.4603414935952,6.16106193397942,-5.08704499839871,2.31,13.7409692658164,10.5142057495778
Bangladesh,1994,3.89012644116818,5.31374007936497,0.590988260289111,44.4817833582431,6.84678620368457,-4.86277726200569,2.37,9.12576468789752,19.3340029829848
Bangladesh,1995,5.12127789724337,10.2978117947206,-2.171548898913,40.2456434408221,3.66017664054906,-6.48022764869586,2.441,5.45528455877529,12.1487674978574
Bangladesh,1996,4.52291921684423,2.37712902953223,-2.13490813503246,31.8346085535008,2.93493311214598,-6.663072424334,2.51,-5.16455193045819,10.7342435469674
Bangladesh,1997,4.4898964976265,5.30560105668801,-0.59346471814869,28.7377820855822,2.40641918586197,-5.28477227538213,2.698,8.8533210419986,9.74278713340029
Bangladesh,1998,5.1770268731498,8.40223795613228,-0.0703537046583936,30.16083573981,2.84708895657642,-4.36540094540208,2.893,7.8256481093584,11.4140158859684
Bangladesh,1999,4.67015636882111,6.10669589841958,-0.710651968609123,31.1302505036908,2.1339501450385,-4.87065578565318,3.088,8.97864304812777,15.4713469310962
Bangladesh,2000,5.29329471892532,2.20825620937535,-0.573042663299639,28.312285791779,1.81568793543261,-4.63331190592,3.27,8.99820323770434,19.3471284299834
Bangladesh,2001,5.07728777526728,2.0071737421384,-0.991687231894648,26.9258696430478,1.56412229383146,-5.32489865688189,3.609,9.25695571842855,42.997616972519
Bangladesh,2002,3.83312393993225,3.33256493271912,1.35086830489484,29.3237754107195,2.1882157411816,-4.14744285676103,3.966,8.38969935744535,14.5004266360705
Bangladesh,2003,4.73956739963045,5.66870773441476,0.218816448007947,29.4649511156153,2.7552144985094,-4.79558750827543,4.32,5.88445428042499,14.0682975492094
Bangladesh,2004,5.23953291029852,7.58753638504689,-0.428022753319864,29.0231053050116,2.87524327591525,-4.56521625697246,4.316,5.58235561080844,14.1293203090175
Bangladesh,2005,6.53594493875502,7.04661816222038,-0.250074173604546,25.5020847255283,2.1708623494519,-5.61125106860847,4.25,5.76426911966502,15.8133861572755
Bangladesh,2006,6.67190498576788,6.76526117054757,1.66592495150091,26.5815575749539,2.6135323040014,-5.40499730201458,3.591,5.46699380857838,20.21561984781
Bangladesh,2007,7.05859935449848,9.10698496905382,1.07621521358966,25.4056316582734,3.04979272256787,-5.95171296019259,4.015,5.7891114361705,13.5483462879994
Bangladesh,2008,6.01378975738535,8.90194489465153,1.01071124669571,23.6567567728032,2.63271435761636,-7.30319706840754,4.49,4.66174256991599,16.4072102783218
Bangladesh,2009,5.04512479919337,5.42347236174679,3.47023264645131,22.9455982553559,5.0637313016922,-6.21253041179636,5.0,6.14653833234914,20.2444007675396
Bangladesh,2010,5.57178818533122,8.12667639169917,1.82909794723497,21.3233746649766,4.32087922221626,-5.75461729944892,3.379,4.7361235689611,21.0788579048495
Bangladesh,2011,6.46437912497728,11.3951651552399,-0.125842241657654,19.4870042621521,2.78355229779505,-7.57669992470208,3.737,5.06419768574566,16.9153675617309
Bangladesh,2012,6.52145877906443,6.21750422069283,1.93195276968292,20.1641903015642,3.85125480802238,-7.78774502092175,4.07,5.34333265873121,17.0113225651337
Bangladesh,2013,6.01360565834344,7.53040640913172,1.3723251518825,20.0259278722599,4.90974781514543,-7.22065450305774,4.426,5.98869390231371,14.8498128345291
Bangladesh,2014,6.0610593588495,6.99163889220848,0.43715979764451,19.1263744321957,5.58168526462512,-6.53476020678819,4.417,6.88586627746747,15.6102159133793
Bangladesh,2015,6.55263987816197,6.19428022984983,1.32188871858147,18.656464728563,6.8309139901541,-7.41264873394109,4.397,5.5126443159056,14.8923360012126
Bangladesh,2016,7.11347821270093,5.51352572692995,0.351171861174517,14.9717904789002,7.60387702099136,-3.49174117172236,4.35,-13.6421356407859,16.6977571298921
Bangladesh,2017,6.59024999794057,5.70207015717238,-2.03756600416726,16.8057450414319,6.76886499116675,-4.36023689123365,4.372,4.27653989369391,13.7393957256101
Brazil,1990,-4.35000000000022,2947.73277248299,-0.978435952386691,32.1065884304153,2.9297685435826,1.23887388797918,,,640.868514747835
Brazil,1991,1.0321895854696,432.786661926461,-0.423222688518064,36.2352775207343,2.90417921149638,0.763195435092725,6.887,,501.616587503433
Brazil,1992,-0.544072051030298,951.962053052817,1.85533923420663,40.2284403068835,7.68235720772797,2.48324853329106,7.086,,1749.38273093026
Brazil,1993,4.92469000463774,1927.38079016026,0.0054304179361759,40.2418824846136,8.32447041844801,1.40722276336528,6.03,,3280.65272709834
Brazil,1994,5.8528703643893,2075.88839757325,-0.219464439580805,30.2671190323539,8.50057189488635,0.351393057937806,6.579,,1102.38325242776
Brazil,1995,4.2237936336472,66.0070335542481,-2.35736569352814,21.2189844098868,7.99060658364421,-1.92670992225409,7.092,,44.302154919907
Brazil,1996,2.20886405051482,15.7576656002606,-2.73368737115542,21.6665361778305,8.64001092885265,-2.17517210895787,8.035,,31.0349042272703
Brazil,1997,3.39484598531597,6.92671251629154,-3.63826178042493,22.9073572977231,6.36862290275463,-2.60891010876418,9.003,65.4088449823572,17.2433206742621
Brazil,1998,0.338097901952338,3.19507629280051,-4.05145702418442,28.6093884024265,5.35795221353622,-2.37758425892372,10.15,77.6168379916665,12.019348129374
Brazil,1999,0.467937566679467,4.85844749902666,-4.46660492637973,42.1767806671039,4.99722590078223,-1.85236995475089,11.125,67.060917103827,18.115344500041
Brazil,2000,4.38794944364869,7.04414105947265,-4.04774157195875,38.096473476996,4.14153415965172,-2.26366534727728,10.889,48.5047281831843,19.7046372390105
Brazil,2001,1.3898964044581,6.84035902487523,-4.44478598177802,42.4435005758245,4.44144456291018,-2.19286368016883,10.649,45.6378187168125,38.4078080654788
Brazil,2002,3.05346185683619,8.45016437708331,-1.84525902808169,47.0768538372546,5.36911462837761,0.84282314051407,10.641,48.3404374497978,6.14361610731487
Brazil,2003,1.14082899877101,14.7149197228147,0.392877198829747,43.6447539570516,6.80818213950273,2.22118268994289,11.168,46.447398837078,18.5842465790452
Brazil,2004,5.75996463685998,6.59718509985963,1.33863085372603,33.9781537953332,6.01897746167501,3.4132705474457,10.072,43.7791527215823,13.5668304135261
Brazil,2005,3.20213206216255,6.86953720898964,1.30988468509779,21.7546275711234,5.01765489488027,3.40086332508593,10.551,44.6351688572486,18.3523037555262
Brazil,2006,3.96198870899485,4.18356812896909,0.972710373980306,17.9925275401458,6.60632794970043,2.70693271632332,9.692,41.240326487245,16.7581028383866
Brazil,2007,6.06987060733128,3.64127299102652,-0.197096994827677,17.4373059288235,10.7535621523233,1.36273883281938,9.28,35.0225154508309,22.0199737935591
Brazil,2008,5.09419544811998,5.67859390284168,-2.09933746626458,15.8956462087501,8.3314223289523,-0.189568389813193,8.268,35.3667577888094,17.8824581798215
Brazil,2009,-0.12581200299141,4.88803479876798,-1.75935802585413,17.2780448195865,12.9658318881251,-0.403233335994505,9.419,34.792009638163,15.69467992336
Brazil,2010,7.52822581812151,5.03872690108074,-3.92594539867631,16.4609633891935,10.22806088851,-1.04100856118554,8.42,29.1158055183637,13.7188868720295
Brazil,2011,3.97442307944702,6.6364496221309,-3.19461785178244,15.8516033318801,10.5265784637235,-0.769379817979991,7.578,32.8334595056712,16.5779267982988
Brazil,2012,1.92117598509462,5.40349914036997,-3.75941536826245,18.3256247191339,11.6309530113885,-1.35919546894867,7.251,26.5820905353339,13.2068989805399
Brazil,2013,3.0048226702888,6.204310666401,-3.57422104702554,19.8377244708135,11.2049871023409,-2.30149603468294,7.071,18.498844416907,10.1376898272109
Brazil,2014,0.503955740273241,6.32904015516138,-4.49883030905232,23.1060429665359,11.3474043536961,-2.661520175459,6.755,22.4036724327293,12.9118870591697
Brazil,2015,-3.54576339347278,9.02990102416136,-3.5183920728161,30.7299282835538,14.6482488458147,-1.15324309993983,8.538,33.8323439713292,11.5589675466884
Brazil,2016,-3.2759169063211,8.73914352329393,-1.70011360207642,30.9090873467642,16.6034201407585,0.399676008549295,11.58,40.6983614299632,11.3908022394486
Brazil,2017,1.32286905390815,3.44637335032669,-1.22429942889483,26.8156664558868,14.8647023427237,0.718201366834365,12.792,41.7138078837267,4.19019691967834
Bulgaria,1990,-9.11737709565379,23.8000000000002,-8.28805964230479,57.3261240943265,,-3.60867668636237,,,
Bulgaria,1991,-8.4453552045466,338.449111470111,-1.00803036109064,171.30414564208,1.85374990408092,4.27413411938099,11.1,,
Bulgaria,1992,-7.27238799030242,91.2979327269303,-4.18347903386454,139.905864263831,2.68125705113378,-5.82669322709163,15.3,9.06847540328998,51.6650517115229
